filename,case,split
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=256,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=256,y=512,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=256,y=768,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=512,y=0,w=512,h=512]",D019,val
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=512,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=512,y=512,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=512,y=768,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=768,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=768,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=768,y=512,w=512,h=512]",D019,val
"D19_HE [d=5,x=28330,y=14763,w=5950,h=4924] [d=1,x=768,y=768,w=512,h=512]",D019,val
"D19_HE [d=5,x=35884,y=10210,w=1855,h=2266] [d=1,x=0,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=35884,y=10210,w=1855,h=2266] [d=1,x=0,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=35884,y=10210,w=1855,h=2266] [d=1,x=256,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=35884,y=10210,w=1855,h=2266] [d=1,x=256,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=0,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=0,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=0,y=512,w=512,h=512]",D019,val
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=256,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=256,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=256,y=512,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=512,y=0,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=512,y=256,w=512,h=512]",D019,train
"D19_HE [d=5,x=37283,y=13174,w=2862,h=3109] [d=1,x=512,y=512,w=512,h=512]",D019,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=0,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=0,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=0,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=256,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=256,y=512,w=512,h=512]",D020,val
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=512,y=0,w=512,h=512]",D020,val
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=512,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=16934,y=15937,w=3590,h=2596] [d=1,x=512,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=0,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=0,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=0,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=0,y=768,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=256,y=0,w=512,h=512]",D020,val
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=256,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=256,y=512,w=512,h=512]",D020,val
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=256,y=768,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=512,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=512,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=512,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=17487,y=6604,w=3097,h=3848] [d=1,x=512,y=768,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=0,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=0,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=0,y=512,w=512,h=512]",D020,val
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=256,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=256,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=512,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=512,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=21238,y=15045,w=3250,h=3134] [d=1,x=512,y=512,w=512,h=512]",D020,train
"D20_HE [d=5,x=22912,y=17279,w=1302,h=1250] [d=1,x=0,y=0,w=512,h=512]",D020,val
"D20_HE [d=5,x=22912,y=17279,w=1302,h=1250] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=24731,y=18004,w=1779,h=908] [d=1,x=0,y=0,w=512,h=512]",D020,val
"D20_HE [d=5,x=24731,y=18004,w=1779,h=908] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=25079,y=17827,w=1191,h=1272] [d=1,x=0,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=30722,y=10288,w=2144,h=2087] [d=1,x=0,y=0,w=512,h=512]",D020,val
"D20_HE [d=5,x=30722,y=10288,w=2144,h=2087] [d=1,x=0,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=30722,y=10288,w=2144,h=2087] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=30722,y=10288,w=2144,h=2087] [d=1,x=256,y=256,w=512,h=512]",D020,val
"D20_HE [d=5,x=6225,y=18588,w=2107,h=1737] [d=1,x=0,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=6225,y=18588,w=2107,h=1737] [d=1,x=0,y=256,w=512,h=512]",D020,train
"D20_HE [d=5,x=6225,y=18588,w=2107,h=1737] [d=1,x=256,y=0,w=512,h=512]",D020,train
"D20_HE [d=5,x=6225,y=18588,w=2107,h=1737] [d=1,x=256,y=256,w=512,h=512]",D020,train
"D21_HE [d=5,x=15050,y=21103,w=1395,h=1909] [d=1,x=0,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=15050,y=21103,w=1395,h=1909] [d=1,x=0,y=256,w=512,h=512]",D021,val
"D21_HE [d=5,x=15050,y=21103,w=1395,h=1909] [d=1,x=256,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=15050,y=21103,w=1395,h=1909] [d=1,x=256,y=256,w=512,h=512]",D021,val
"D21_HE [d=5,x=16539,y=19007,w=1187,h=1863] [d=1,x=0,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=16539,y=19007,w=1187,h=1863] [d=1,x=0,y=256,w=512,h=512]",D021,train
"D21_HE [d=5,x=38307,y=27349,w=1599,h=1876] [d=1,x=0,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=38307,y=27349,w=1599,h=1876] [d=1,x=0,y=256,w=512,h=512]",D021,val
"D21_HE [d=5,x=38307,y=27349,w=1599,h=1876] [d=1,x=256,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=38307,y=27349,w=1599,h=1876] [d=1,x=256,y=256,w=512,h=512]",D021,val
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=0,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=0,y=256,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=0,y=512,w=512,h=512]",D021,val
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=0,y=768,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=256,y=0,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=256,y=256,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=256,y=512,w=512,h=512]",D021,train
"D21_HE [d=5,x=45878,y=29246,w=2241,h=3872] [d=1,x=256,y=768,w=512,h=512]",D021,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=0,y=0,w=512,h=512]",D022,val
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=0,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=0,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=0,y=768,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=256,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=256,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=256,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=256,y=768,w=512,h=512]",D022,val
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=512,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=512,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=512,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=512,y=768,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=768,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=768,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=768,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=20174,y=29719,w=4048,h=3916] [d=1,x=768,y=768,w=512,h=512]",D022,train
"D22_HE [d=5,x=23751,y=35896,w=1737,h=1675] [d=1,x=0,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=23751,y=35896,w=1737,h=1675] [d=1,x=0,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=23751,y=35896,w=1737,h=1675] [d=1,x=256,y=0,w=512,h=512]",D022,val
"D22_HE [d=5,x=23751,y=35896,w=1737,h=1675] [d=1,x=256,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=35360,y=38762,w=1093,h=1486] [d=1,x=0,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=35360,y=38762,w=1093,h=1486] [d=1,x=0,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=0,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=0,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=0,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1024,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1024,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1024,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1280,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1280,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=1280,y=512,w=512,h=512]",D022,val
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=256,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=256,y=256,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=256,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=512,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=512,y=256,w=512,h=512]",D022,val
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=512,y=512,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=768,y=0,w=512,h=512]",D022,train
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=768,y=256,w=512,h=512]",D022,val
"D22_HE [d=5,x=41443,y=22805,w=7466,h=3330] [d=1,x=768,y=512,w=512,h=512]",D022,train
"D23_HE [d=5,x=10213,y=9276,w=1479,h=1338] [d=1,x=0,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=10213,y=9276,w=1479,h=1338] [d=1,x=0,y=256,w=512,h=512]",D023,train
"D23_HE [d=5,x=10213,y=9276,w=1479,h=1338] [d=1,x=256,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=10213,y=9276,w=1479,h=1338] [d=1,x=256,y=256,w=512,h=512]",D023,train
"D23_HE [d=5,x=13838,y=8419,w=1636,h=2084] [d=1,x=0,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=13838,y=8419,w=1636,h=2084] [d=1,x=0,y=256,w=512,h=512]",D023,train
"D23_HE [d=5,x=13838,y=8419,w=1636,h=2084] [d=1,x=256,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=13838,y=8419,w=1636,h=2084] [d=1,x=256,y=256,w=512,h=512]",D023,val
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=0,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=0,y=256,w=512,h=512]",D023,train
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=256,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=256,y=256,w=512,h=512]",D023,train
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=512,y=0,w=512,h=512]",D023,train
"D23_HE [d=5,x=14546,y=4487,w=2701,h=2356] [d=1,x=512,y=256,w=512,h=512]",D023,train
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=0,y=0,w=512,h=512]",D024,train
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=0,y=256,w=512,h=512]",D024,train
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=0,y=512,w=512,h=512]",D024,train
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=256,y=0,w=512,h=512]",D024,val
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=256,y=256,w=512,h=512]",D024,train
"D24_HE [d=5,x=12030,y=9302,w=2258,h=2765] [d=1,x=256,y=512,w=512,h=512]",D024,val
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=0,y=0,w=512,h=512]",D024,train
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=0,y=256,w=512,h=512]",D024,val
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=0,y=512,w=512,h=512]",D024,train
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=256,y=0,w=512,h=512]",D024,val
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=256,y=256,w=512,h=512]",D024,val
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=256,y=512,w=512,h=512]",D024,val
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=512,y=0,w=512,h=512]",D024,train
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=512,y=256,w=512,h=512]",D024,train
"D24_HE [d=5,x=12926,y=12739,w=2987,h=3289] [d=1,x=512,y=512,w=512,h=512]",D024,train
"D24_HE [d=5,x=6786,y=14931,w=899,h=1141] [d=1,x=0,y=0,w=512,h=512]",D024,train
"D25_HE [d=5,x=11374,y=4983,w=2325,h=2384] [d=1,x=0,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=11374,y=4983,w=2325,h=2384] [d=1,x=0,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=11374,y=4983,w=2325,h=2384] [d=1,x=256,y=0,w=512,h=512]",D025,val
"D25_HE [d=5,x=11374,y=4983,w=2325,h=2384] [d=1,x=256,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=0,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=0,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=0,y=512,w=512,h=512]",D025,val
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=0,y=768,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=256,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=256,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=256,y=512,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=256,y=768,w=512,h=512]",D025,val
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=512,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=512,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=512,y=512,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=512,y=768,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=768,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=768,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=768,y=512,w=512,h=512]",D025,train
"D25_HE [d=5,x=18185,y=20713,w=5000,h=4436] [d=1,x=768,y=768,w=512,h=512]",D025,val
"D25_HE [d=5,x=19529,y=22461,w=2146,h=2161] [d=1,x=0,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=19529,y=22461,w=2146,h=2161] [d=1,x=0,y=256,w=512,h=512]",D025,val
"D25_HE [d=5,x=19529,y=22461,w=2146,h=2161] [d=1,x=256,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=19529,y=22461,w=2146,h=2161] [d=1,x=256,y=256,w=512,h=512]",D025,val
"D25_HE [d=5,x=26728,y=22781,w=793,h=1102] [d=1,x=0,y=0,w=512,h=512]",D025,val
"D25_HE [d=5,x=8164,y=3265,w=2422,h=2385] [d=1,x=0,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=8164,y=3265,w=2422,h=2385] [d=1,x=0,y=256,w=512,h=512]",D025,val
"D25_HE [d=5,x=8164,y=3265,w=2422,h=2385] [d=1,x=256,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=8164,y=3265,w=2422,h=2385] [d=1,x=256,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=9598,y=12063,w=2258,h=2160] [d=1,x=0,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=9598,y=12063,w=2258,h=2160] [d=1,x=0,y=256,w=512,h=512]",D025,train
"D25_HE [d=5,x=9598,y=12063,w=2258,h=2160] [d=1,x=256,y=0,w=512,h=512]",D025,train
"D25_HE [d=5,x=9598,y=12063,w=2258,h=2160] [d=1,x=256,y=256,w=512,h=512]",D025,train
"D26_HE [d=5,x=11125,y=20248,w=2132,h=1920] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=11125,y=20248,w=2132,h=1920] [d=1,x=0,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=11125,y=20248,w=2132,h=1920] [d=1,x=256,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=11125,y=20248,w=2132,h=1920] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=13487,y=20637,w=2041,h=2141] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=13487,y=20637,w=2041,h=2141] [d=1,x=0,y=256,w=512,h=512]",D026,val
"D26_HE [d=5,x=13487,y=20637,w=2041,h=2141] [d=1,x=256,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=13487,y=20637,w=2041,h=2141] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=0,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=0,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=0,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=256,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=256,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=512,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=512,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=16170,y=6510,w=3137,h=2758] [d=1,x=512,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=16508,y=13197,w=1462,h=2119] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=16508,y=13197,w=1462,h=2119] [d=1,x=0,y=256,w=512,h=512]",D026,val
"D26_HE [d=5,x=16508,y=13197,w=1462,h=2119] [d=1,x=256,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=16508,y=13197,w=1462,h=2119] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=0,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=0,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=0,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=256,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=19840,y=13068,w=2102,h=2596] [d=1,x=256,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=20638,y=19008,w=2385,h=2517] [d=1,x=0,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=20638,y=19008,w=2385,h=2517] [d=1,x=0,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=20638,y=19008,w=2385,h=2517] [d=1,x=256,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=20638,y=19008,w=2385,h=2517] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=0,y=256,w=512,h=512]",D026,val
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=0,y=512,w=512,h=512]",D026,val
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=256,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=256,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=512,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=512,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=21284,y=22238,w=2703,h=2908] [d=1,x=512,y=512,w=512,h=512]",D026,train
"D26_HE [d=5,x=21348,y=7699,w=2238,h=2529] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=21348,y=7699,w=2238,h=2529] [d=1,x=0,y=256,w=512,h=512]",D026,val
"D26_HE [d=5,x=21348,y=7699,w=2238,h=2529] [d=1,x=256,y=0,w=512,h=512]",D026,val
"D26_HE [d=5,x=21348,y=7699,w=2238,h=2529] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=8907,y=22760,w=1650,h=1972] [d=1,x=0,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=8907,y=22760,w=1650,h=1972] [d=1,x=0,y=256,w=512,h=512]",D026,train
"D26_HE [d=5,x=8907,y=22760,w=1650,h=1972] [d=1,x=256,y=0,w=512,h=512]",D026,train
"D26_HE [d=5,x=8907,y=22760,w=1650,h=1972] [d=1,x=256,y=256,w=512,h=512]",D026,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=0,y=0,w=512,h=512]",D027,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=0,y=256,w=512,h=512]",D027,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=0,y=512,w=512,h=512]",D027,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=256,y=0,w=512,h=512]",D027,train
"D27_HE [d=5,x=10649,y=12114,w=2701,h=3195] [d=1,x=256,y=256,w=512,h=512]",D027,val
